score,steps
75,2320
76,2328
77,2348
78,2352
79,2367
80,2382
81,2389
82,2395
83,2397
84,2404
85,2411
86,2412
87,2419
88,2426
89,2430
90,2436
91,2442
92,2444
93,2446
94,2447
95,2450
96,2452
97,2453
1,45
2,100
3,165
4,206
5,208
6,283
7,312
8,356
9,434
10,447
11,502
12,524
13,530
14,577
15,592
16,613
17,684
18,748
19,795
20,844
21,866
22,885
23,914
24,943
25,1000
26,1039
27,1074
28,1110
29,1176
30,1215
31,1221
32,1285
33,1327
34,1337
35,1398
36,1433
37,1461
38,1475
39,1503
40,1504
41,1516
42,1538
43,1557
44,1596
45,1618
46,1661
47,1696
48,1724
49,1759
50,1790
51,1808
52,1810
53,1852
54,1887
55,1889
56,1926
57,1967
58,2003
59,2039
60,2073
61,2099
62,2111
63,2124
64,2137
65,2154
66,2163
67,2184
68,2190
69,2205
70,2210
71,2218
72,2219
73,2243
74,2255
75,2265
76,2285
77,2299
78,2309
79,2312
80,2313
81,2321
82,2330
83,2342
84,2344
85,2346
86,2348
87,2351
88,2358
89,2364
90,2370
91,2375
92,2381
93,2383
94,2387
95,2389
96,2390
97,2391
1,46
2,90
3,120
4,186
5,264
6,325
7,376
8,394
9,410
10,443
11,504
12,568
13,605
14,674
15,725
16,736
17,755
18,773
19,837
20,895
21,953
22,958
23,984
24,1034
25,1100
26,1168
27,1227
28,1254
29,1276
30,1324
31,1331
32,1389
33,1454
34,1497
35,1544
36,1570
37,1588
38,1591
39,1599
40,1648
41,1652
42,1692
43,1706
44,1736
45,1786
46,1818
47,1847
48,1876
49,1902
50,1907
51,1950
52,1953
53,1994
54,2037
55,2073
56,2074
57,2099
58,2106
59,2120
60,2129
61,2152
62,2163
63,2195
64,2208
65,2218
66,2238
67,2244
68,2245
69,2272
70,2287
71,2289
72,2306
73,2313
74,2336
75,2359
76,2370
77,2387
78,2390
79,2397
80,2404
81,2413
82,2428
83,2443
84,2455
85,2460
86,2462
87,2464
88,2466
89,2474
90,2480
91,2484
92,2485
93,2487
94,2491
95,2493
96,2495
97,2496
1,25
2,49
3,56
4,115
5,201
6,225
7,312
8,368
9,454
10,466
11,541
12,563
13,580
14,657
15,739
16,768
17,839
18,846
19,872
20,912
21,981
22,1052
23,1125
24,1158
25,1217
26,1227
27,1268
28,1307
29,1372
30,1405
31,1424
32,1466
33,1531
34,1564
35,1597
36,1643
37,1674
38,1718
39,1729
40,1786
41,1790
42,1825
43,1869
44,1882
45,1892
46,1893
47,1897
48,1916
49,1947
50,1983
51,2021
52,2051
53,2091
54,2099
55,2108
56,2123
57,2150
58,2168
59,2185
60,2220
61,2225
62,2242
63,2263
64,2290
65,2295
66,2296
67,2297
68,2303
69,2331
70,2358
71,2374
72,2378
73,2385
74,2387
75,2397
76,2410
77,2423
78,2436
79,2454
80,2455
81,2466
82,2467
83,2478
84,2485
85,2486
86,2489
87,2497
88,2501
89,2507
90,2515
91,2522
92,2528
93,2533
94,2534
95,2537
96,2538
97,2539
1,51
2,76
3,141
4,162
5,192
6,220
7,251
8,281
9,317
10,319
11,393
12,456
13,509
14,524
15,582
16,656
17,658
18,733
19,743
20,758
21,834
22,868
23,919
24,923
25,945
26,993
27,1018
28,1079
29,1110
30,1167
31,1217
32,1229
33,1294
34,1311
35,1331
36,1348
37,1398
38,1406
39,1413
40,1425
41,1469
42,1473
43,1518
44,1536
45,1566
46,1577
47,1617
48,1630
49,1679
50,1698
51,1740
52,1754
53,1763
54,1793
55,1813
56,1834
57,1847
58,1876
59,1889
60,1921
61,1925
62,1940
63,1975
64,2000
65,2021
66,2026
67,2036
68,2058
69,2085
70,2110
71,2133
72,2139
73,2153
74,2162
75,2166
76,2180
77,2186
78,2204
79,2221
80,2230
81,2232
82,2239
83,2242
84,2250
85,2256
86,2257
87,2264
88,2269
89,2277
90,2284
91,2285
92,2288
93,2292
94,2294
95,2297
96,2298
97,2299
1,11
2,23
3,101
4,148
5,190
6,278
7,307
8,311
9,329
10,402
11,475
12,560
13,574
14,610
15,679
16,727
17,802
18,837
19,891
20,950
21,1018
22,1060
23,1124
24,1146
25,1205
26,1211
27,1249
28,1275
29,1298
30,1330
31,1353
32,1370
33,1417
34,1468
35,1493
36,1533
37,1593
38,1595
39,1654
40,1667
41,1720
42,1742
43,1761
44,1796
45,1803
46,1841
47,1867
48,1882
49,1927
50,1964
51,2001
52,2034
53,2072
54,2079
55,2092
56,2127
57,2129
58,2138
59,2159
60,2186
61,2210
62,2211
63,2220
64,2245
65,2254
66,2286
67,2292
68,2305
69,2334
70,2351
71,2359
72,2382
73,2397
74,2417
75,2433
76,2438
77,2442
78,2443
79,2453
80,2470
81,2487
82,2489
83,2498
84,2504
85,2512
86,2516
87,2526
88,2531
89,2536
90,2541
91,2546
92,2551
93,2556
94,2560
95,2563
96,2564
97,2565
1,19
2,113
3,124
4,126
5,207
6,240
7,301
8,316
9,340
10,387
11,435
12,518
13,536
14,582
15,645
16,719
17,721
18,770
19,817
20,853
21,899
22,923
23,989
24,1045
25,1093
26,1128
27,1193
28,1200
29,1251
30,1278
31,1284
32,1340
33,1343
34,1374
35,1430
36,1447
37,1488
38,1537
39,1545
40,1586
41,1638
42,1677
43,1687
44,1730
45,1739
46,1776
47,1780
48,1787
49,1832
50,1848
51,1861
52,1897
53,1934
54,1954
55,1984
56,2018
57,2041
58,2075
59,2102
60,2115
61,2122
62,2146
63,2173
64,2194
65,2211
66,2238
67,2241
68,2268
69,2282
70,2301
71,2319
72,2327
73,2334
74,2343
75,2363
76,2372
77,2383
78,2393
79,2404
80,2417
81,2431
82,2435
83,2448
84,2454
85,2460
86,2469
87,2475
88,2479
89,2480
90,2481
91,2487
92,2491
93,2495
94,2497
95,2500
96,2502
97,2503
1,71
2,129
3,144
4,177
5,236
6,325
7,375
8,422
9,448
10,491
11,506
12,564
13,612
14,673
15,684
16,755
17,833
18,887
19,963
20,975
21,1027
22,1032
23,1065
24,1119
25,1121
26,1189
27,1226
28,1233
29,1272
30,1339
31,1378
32,1428
33,1445
34,1448
35,1460
36,1482
37,1521
38,1569
39,1605
40,1606
41,1609
42,1664
43,1680
44,1724
45,1753
46,1777
47,1796
48,1801
49,1826
50,1874
51,1915
52,1947
53,1974
54,1989
55,2000
56,2017
57,2030
58,2037
59,2047
60,2051
61,2077
62,2101
63,2118
64,2151
65,2174
66,2204
67,2227
68,2233
69,2246
70,2256
71,2265
72,2281
73,2287
74,2305
75,2322
76,2343
77,2363
78,2370
79,2384
80,2397
81,2409
82,2423
83,2424
84,2438
85,2447
86,2455
87,2457
88,2461
89,2466
90,2473
91,2478
92,2480
93,2482
94,2485
95,2486
96,2488
97,2489
1,8
2,13
3,60
4,107
5,178
6,270
7,284
8,343
9,363
10,420
11,480
12,496
13,513
14,556
15,587
16,669
17,742
18,748
19,813
20,859
21,892
22,940
23,950
24,1006
25,1043
26,1083
27,1126
28,1180
29,1227
30,1280
31,1300
32,1305
33,1332
34,1333
35,1386
36,1417
37,1478
38,1479
39,1485
40,1518
41,1555
42,1577
43,1596
44,1619
45,1661
46,1686
47,1705
48,1719
49,1748
50,1791
51,1833
52,1851
53,1884
54,1889
55,1890
56,1908
57,1940
58,1962
59,1994
60,2004
61,2031
62,2043
63,2053
64,2075
65,2102
66,2110
67,2123
68,2125
69,2126
70,2143
71,2168
72,2179
73,2203
74,2213
75,2223
76,2233
77,2237
78,2253
79,2254
80,2267
81,2282
82,2297
83,2307
84,2311
85,2317
86,2322
87,2329
88,2339
89,2340
90,2344
91,2351
92,2356
93,2361
94,2365
95,2366
96,2367
97,2368
1,91
2,175
3,245
4,325
5,363
6,370
7,407
8,451
9,496
10,556
11,601
12,658
13,727
14,801
15,858
16,920
17,947
18,981
19,1059
20,1080
21,1155
22,1193
23,1257
24,1276
25,1307
26,1331
27,1393
28,1452
29,1493
30,1546
31,1570
32,1629
33,1678
34,1683
35,1727
36,1784
37,1832
38,1837
39,1865
40,1911
41,1962
42,1990
43,2020
44,2027
45,2077
46,2078
47,2129
48,2145
49,2149
50,2183
51,2230
52,2265
53,2267
54,2310
55,2338
56,2367
57,2408
58,2444
59,2460
60,2488
61,2518
62,2547
63,2579
64,2611
65,2621
66,2636
67,2649
68,2663
69,2677
70,2678
71,2691
72,2707
73,2708
74,2732
75,2753
76,2762
77,2776
78,2793
79,2795
80,2802
81,2809
82,2818
83,2830
84,2842
85,2843
86,2853
87,2862
88,2872
89,2877
90,2883
91,2887
92,2890
93,2893
94,2895
95,2897
96,2898
97,2899
1,77
2,146
3,156
4,234
5,322
6,365
7,434
8,486
9,496
10,551
11,606
12,671
13,710
14,728
15,782
16,859
17,864
18,884
19,939
20,982
21,1013
22,1086
23,1134
24,1183
25,1222
26,1246
27,1267
28,1285
29,1352
30,1420
31,1432
32,1473
33,1475
34,1496
35,1511
36,1544
37,1578
38,1612
39,1622
40,1656
41,1709
42,1712
43,1742
44,1780
45,1802
46,1813
47,1835
48,1854
49,1869
50,1892
51,1910
52,1956
53,1970
54,2005
55,2007
56,2038
57,2073
58,2111
59,2118
60,2154
61,2156
62,2166
63,2191
64,2217
65,2233
66,2243
67,2266
68,2272
69,2295
70,2309
71,2334
72,2340
73,2361
74,2367
75,2372
76,2390
77,2408
78,2417
79,2435
80,2452
81,2460
82,2467
83,2475
84,2476
85,2488
86,2498
87,2500
88,2504
89,2506
90,2511
91,2517
92,2522
93,2524
94,2526
95,2527
96,2528
97,2529
1,89
2,159
3,177
4,258
5,341
6,384
7,471
8,493
9,523
10,569
11,585
12,595
13,622
14,704
15,748
16,752
17,782
18,823
19,833
20,860
21,901
22,920
23,968
24,1033
25,1054
26,1096
27,1167
28,1187
29,1255
30,1315
31,1318
32,1322
33,1333
34,1343
35,1380
36,1434
37,1483
38,1519
39,1565
40,1568
41,1583
42,1621
43,1626
44,1644
45,1693
46,1739
47,1764
48,1813
49,1840
50,1868
51,1873
52,1882
53,1904
54,1945
55,1974
56,2007
57,2026
58,2028
59,2046
60,2064
61,2071
62,2095
63,2113
64,2117
65,2139
66,2144
67,2166
68,2168
69,2174
70,2198
71,2201
72,2224
73,2249
74,2264
75,2273
76,2292
77,2300
78,2317
79,2319
80,2335
81,2344
82,2347
83,2349
84,2360
85,2369
86,2373
87,2375
88,2380
89,2383
90,2384
91,2388
92,2390
93,2391
94,2394
95,2397
96,2399
97,2400
1,28
2,122
3,132
4,217
5,234
